Dataset,Model,Period,Feature,Rank
Backblaze,CART,29,6,2
Backblaze,CART,29,3,3
Backblaze,CART,29,7,3
Backblaze,CART,29,4,3
Backblaze,CART,29,2,3
Backblaze,CART,29,14,4
Backblaze,CART,29,12,4
Backblaze,CART,29,5,4
Backblaze,CART,29,11,4
Backblaze,CART,29,0,4
Backblaze,CART,29,8,5
Backblaze,CART,29,13,5
Backblaze,CART,29,10,5
Backblaze,CART,29,9,5
Backblaze,CART,29,15,5
Backblaze,CART,29,16,5
Backblaze,CART,30,1,1
Backblaze,CART,30,6,2
Backblaze,CART,30,3,2
Backblaze,CART,30,2,3
Backblaze,CART,30,4,3
Backblaze,CART,30,7,3
Backblaze,CART,30,14,4
Backblaze,CART,30,8,4
Backblaze,CART,30,0,4
Backblaze,CART,30,12,4
Backblaze,CART,30,5,4
Backblaze,CART,30,11,4
Backblaze,CART,30,10,5
Backblaze,CART,30,15,5
Backblaze,CART,30,9,5
Backblaze,CART,30,13,5
Backblaze,CART,30,16,5
Backblaze,CART,31,3,1
Backblaze,CART,31,1,1
Backblaze,CART,31,6,1
Backblaze,CART,31,7,2
Backblaze,CART,31,2,2
Backblaze,CART,31,4,2
Backblaze,CART,31,14,3
Backblaze,CART,31,0,3
Backblaze,CART,31,11,3
Backblaze,CART,31,8,3
Backblaze,CART,31,5,3
Backblaze,CART,31,12,4
Backblaze,CART,31,9,4
Backblaze,CART,31,15,4
Backblaze,CART,31,13,4
Backblaze,CART,31,10,4
Backblaze,CART,31,16,4
Backblaze,CART,32,1,1
Backblaze,CART,32,3,2
Backblaze,CART,32,2,2
Backblaze,CART,32,6,2
Backblaze,CART,32,4,2
Backblaze,CART,32,7,3
Backblaze,CART,32,14,3
Backblaze,CART,32,0,4
Backblaze,CART,32,12,4
Backblaze,CART,32,11,4
Backblaze,CART,32,5,4
Backblaze,CART,32,8,4
Backblaze,CART,32,10,4
Backblaze,CART,32,9,4
Backblaze,CART,32,15,4
Backblaze,CART,32,13,4
Backblaze,CART,32,16,4
Backblaze,CART,33,1,1
Backblaze,CART,33,3,2
Backblaze,CART,33,4,2
Backblaze,CART,33,2,2
Backblaze,CART,33,6,2
Backblaze,CART,33,7,3
Backblaze,CART,33,14,3
Backblaze,CART,33,8,4
Backblaze,CART,33,12,4
Backblaze,CART,33,0,4
Backblaze,CART,33,5,4
Backblaze,CART,33,11,4
Backblaze,CART,33,13,4
Backblaze,CART,33,15,4
Backblaze,CART,33,9,4
Backblaze,CART,33,10,4
Backblaze,CART,33,16,4
Backblaze,CART,34,1,1
Backblaze,CART,34,3,2
Backblaze,CART,34,2,3
Backblaze,CART,34,7,3
Backblaze,CART,34,6,3
Backblaze,CART,34,4,3
Backblaze,CART,34,14,4
Backblaze,CART,34,12,5
Backblaze,CART,34,0,5
Backblaze,CART,34,8,5
Backblaze,CART,34,5,5
Backblaze,CART,34,11,5
Backblaze,CART,34,15,5
Backblaze,CART,34,10,5
Backblaze,CART,34,13,5
Backblaze,CART,34,9,5
Backblaze,CART,34,16,5
Backblaze,CART,35,1,1
Backblaze,CART,35,3,2
Backblaze,CART,35,6,2
Backblaze,CART,35,2,2
Backblaze,CART,35,4,3
Backblaze,CART,35,7,3
Backblaze,CART,35,14,3
Backblaze,CART,35,11,4
Backblaze,CART,35,12,4
Backblaze,CART,35,5,4
Backblaze,CART,35,0,4
Backblaze,CART,35,8,4
Backblaze,CART,35,10,4
Backblaze,CART,35,15,4
Backblaze,CART,35,13,4
Backblaze,CART,35,9,4
Backblaze,CART,35,16,4
Backblaze,CART,36,1,1
Backblaze,CART,36,3,1
Backblaze,CART,36,6,2
Backblaze,CART,36,7,2
Backblaze,CART,36,2,3
Backblaze,CART,36,14,4
Backblaze,CART,36,4,4
Backblaze,CART,36,11,5
Backblaze,CART,36,12,5
Backblaze,CART,36,0,5
Backblaze,CART,36,5,5
Backblaze,CART,36,8,5
Backblaze,CART,36,9,5
Backblaze,CART,36,10,5
Backblaze,CART,36,15,5
Backblaze,CART,36,13,5
Backblaze,CART,36,16,5
Backblaze,GBDT,1,1,1
Backblaze,GBDT,1,2,2
Backblaze,GBDT,1,8,3
Backblaze,GBDT,1,3,3
Backblaze,GBDT,1,5,3
Backblaze,GBDT,1,6,3
Backblaze,GBDT,1,11,4
Backblaze,GBDT,1,4,4
Backblaze,GBDT,1,0,4
Backblaze,GBDT,1,7,4
Backblaze,GBDT,1,13,4
Backblaze,GBDT,1,14,4
Backblaze,GBDT,1,9,4
Backblaze,GBDT,1,12,4
Backblaze,GBDT,1,15,4
Backblaze,GBDT,1,10,4
Backblaze,GBDT,1,16,4
Backblaze,GBDT,2,1,1
Backblaze,GBDT,2,3,2
Backblaze,GBDT,2,2,2
Backblaze,GBDT,2,6,2
Backblaze,GBDT,2,4,3
Backblaze,GBDT,2,5,3
Backblaze,GBDT,2,7,3
Backblaze,GBDT,2,0,3
Backblaze,GBDT,2,14,3
Backblaze,GBDT,2,8,3
Backblaze,GBDT,2,9,3
Backblaze,GBDT,2,12,3
Backblaze,GBDT,2,13,3
Backblaze,GBDT,2,11,3
Backblaze,GBDT,2,10,3
Backblaze,GBDT,2,15,3
Backblaze,GBDT,2,16,3
Backblaze,GBDT,3,1,1
Backblaze,GBDT,3,3,2
Backblaze,GBDT,3,2,2
Backblaze,GBDT,3,6,2
Backblaze,GBDT,3,8,2
Backblaze,GBDT,3,4,2
Backblaze,GBDT,3,7,2
Backblaze,GBDT,3,5,2
Backblaze,GBDT,3,0,2
Backblaze,GBDT,3,14,2
Backblaze,GBDT,3,11,2
Backblaze,GBDT,3,9,2
Backblaze,GBDT,3,12,2
Backblaze,GBDT,3,13,2
Backblaze,GBDT,3,15,2
Backblaze,GBDT,3,10,2
Backblaze,GBDT,3,16,2
Backblaze,GBDT,4,1,1
Backblaze,GBDT,4,6,2
Backblaze,GBDT,4,3,2
Backblaze,GBDT,4,2,3
Backblaze,GBDT,4,4,3
Backblaze,GBDT,4,8,3
Backblaze,GBDT,4,7,3
Backblaze,GBDT,4,14,3
Backblaze,GBDT,4,0,3
Backblaze,GBDT,4,11,3
Backblaze,GBDT,4,5,3
Backblaze,GBDT,4,12,3
Backblaze,GBDT,4,9,3
Backblaze,GBDT,4,10,3
Backblaze,GBDT,4,15,3
Backblaze,GBDT,4,13,3
Backblaze,GBDT,4,16,3
Backblaze,GBDT,5,1,1
Backblaze,GBDT,5,6,2
Backblaze,GBDT,5,14,2
Backblaze,GBDT,5,2,2
Backblaze,GBDT,5,7,2
Backblaze,GBDT,5,4,2
Backblaze,GBDT,5,3,2
Backblaze,GBDT,5,15,2
Backblaze,GBDT,5,0,2
Backblaze,GBDT,5,5,2
Backblaze,GBDT,5,12,2
Backblaze,GBDT,5,11,2
Backblaze,GBDT,5,8,2
Backblaze,GBDT,5,10,2
Backblaze,GBDT,5,13,2
Backblaze,GBDT,5,16,2
Backblaze,GBDT,5,9,2
Backblaze,GBDT,6,1,1
Backblaze,GBDT,6,6,2
Backblaze,GBDT,6,2,3
Backblaze,GBDT,6,4,4
Backblaze,GBDT,6,3,4
Backblaze,GBDT,6,7,4
Backblaze,GBDT,6,0,5
Backblaze,GBDT,6,5,5
Backblaze,GBDT,6,14,5
Backblaze,GBDT,6,11,5
Backblaze,GBDT,6,12,5
Backblaze,GBDT,6,15,5
Backblaze,GBDT,6,8,5
Backblaze,GBDT,6,13,5
Backblaze,GBDT,6,9,5
Backblaze,GBDT,6,10,5
Backblaze,GBDT,6,16,5
Backblaze,GBDT,7,1,1
Backblaze,GBDT,7,2,2
Backblaze,GBDT,7,3,2
Backblaze,GBDT,7,5,2
Backblaze,GBDT,7,6,2
Backblaze,GBDT,7,12,2
Backblaze,GBDT,7,7,2
Backblaze,GBDT,7,4,2
Backblaze,GBDT,7,14,2
Backblaze,GBDT,7,0,2
Backblaze,GBDT,7,11,2
Backblaze,GBDT,7,10,2
Backblaze,GBDT,7,8,2
Backblaze,GBDT,7,13,2
Backblaze,GBDT,7,15,2
Backblaze,GBDT,7,16,2
Backblaze,GBDT,7,9,2
Backblaze,GBDT,8,1,1
Backblaze,GBDT,8,2,2
Backblaze,GBDT,8,6,2
Backblaze,GBDT,8,7,3
Backblaze,GBDT,8,3,3
Backblaze,GBDT,8,4,3
Backblaze,GBDT,8,0,3
Backblaze,GBDT,8,14,3
Backblaze,GBDT,8,5,3
Backblaze,GBDT,8,11,3
Backblaze,GBDT,8,12,3
Backblaze,GBDT,8,9,3
Backblaze,GBDT,8,8,3
Backblaze,GBDT,8,15,3
Backblaze,GBDT,8,13,3
Backblaze,GBDT,8,16,3
Backblaze,GBDT,8,10,3
Backblaze,GBDT,9,1,1
Backblaze,GBDT,9,3,2
Backblaze,GBDT,9,6,3
Backblaze,GBDT,9,2,3
Backblaze,GBDT,9,4,3
Backblaze,GBDT,9,7,3
Backblaze,GBDT,9,11,3
Backblaze,GBDT,9,0,3
Backblaze,GBDT,9,8,3
Backblaze,GBDT,9,14,3
Backblaze,GBDT,9,12,3
Backblaze,GBDT,9,5,3
Backblaze,GBDT,9,10,3
Backblaze,GBDT,9,13,3
Backblaze,GBDT,9,15,3
Backblaze,GBDT,9,16,3
Backblaze,GBDT,9,9,3
Backblaze,GBDT,10,1,1
Backblaze,GBDT,10,3,2
Backblaze,GBDT,10,2,2
Backblaze,GBDT,10,6,2
Backblaze,GBDT,10,7,2
Backblaze,GBDT,10,4,2
Backblaze,GBDT,10,0,2
Backblaze,GBDT,10,14,2
Backblaze,GBDT,10,5,2
Backblaze,GBDT,10,12,2
Backblaze,GBDT,10,11,2
Backblaze,GBDT,10,10,2
Backblaze,GBDT,10,13,2
Backblaze,GBDT,10,15,2
Backblaze,GBDT,10,16,2
Backblaze,GBDT,10,8,2
Backblaze,GBDT,10,9,2
Backblaze,GBDT,11,1,1
Backblaze,GBDT,11,6,2
Backblaze,GBDT,11,3,3
Backblaze,GBDT,11,8,3
Backblaze,GBDT,11,2,3
Backblaze,GBDT,11,4,3
Backblaze,GBDT,11,7,3
Backblaze,GBDT,11,0,3
Backblaze,GBDT,11,15,3
Backblaze,GBDT,11,14,3
Backblaze,GBDT,11,11,3
Backblaze,GBDT,11,5,3
Backblaze,GBDT,11,12,3
Backblaze,GBDT,11,10,3
Backblaze,GBDT,11,13,3
Backblaze,GBDT,11,16,3
Backblaze,GBDT,11,9,3
Backblaze,GBDT,12,1,1
Backblaze,GBDT,12,8,2
Backblaze,GBDT,12,6,2
Backblaze,GBDT,12,2,2
Backblaze,GBDT,12,3,2
Backblaze,GBDT,12,7,2
Backblaze,GBDT,12,10,2
Backblaze,GBDT,12,4,2
Backblaze,GBDT,12,14,2
Backblaze,GBDT,12,0,2
Backblaze,GBDT,12,5,2
Backblaze,GBDT,12,11,2
Backblaze,GBDT,12,12,2
Backblaze,GBDT,12,15,2
Backblaze,GBDT,12,13,2
Backblaze,GBDT,12,16,2
Backblaze,GBDT,12,9,2
Backblaze,GBDT,13,1,1
Backblaze,GBDT,13,3,2
Backblaze,GBDT,13,4,3
Backblaze,GBDT,13,6,3
Backblaze,GBDT,13,8,3
Backblaze,GBDT,13,14,3
Backblaze,GBDT,13,7,3
Backblaze,GBDT,13,0,3
Backblaze,GBDT,13,2,3
Backblaze,GBDT,13,5,3
Backblaze,GBDT,13,9,3
Backblaze,GBDT,13,11,3
Backblaze,GBDT,13,12,3
Backblaze,GBDT,13,10,3
Backblaze,GBDT,13,13,3
Backblaze,GBDT,13,15,3
Backblaze,GBDT,13,16,3
Backblaze,GBDT,14,1,1
Backblaze,GBDT,14,3,2
Backblaze,GBDT,14,2,3
Backblaze,GBDT,14,6,3
Backblaze,GBDT,14,4,3
Backblaze,GBDT,14,7,3
Backblaze,GBDT,14,14,3
Backblaze,GBDT,14,0,3
Backblaze,GBDT,14,8,3
Backblaze,GBDT,14,10,3
Backblaze,GBDT,14,15,3
Backblaze,GBDT,14,12,3
Backblaze,GBDT,14,13,3
Backblaze,GBDT,14,16,3
Backblaze,GBDT,14,5,3
Backblaze,GBDT,14,9,3
Backblaze,GBDT,14,11,3
Backblaze,GBDT,15,1,1
Backblaze,GBDT,15,6,2
Backblaze,GBDT,15,3,3
Backblaze,GBDT,15,2,3
Backblaze,GBDT,15,5,3
Backblaze,GBDT,15,7,3
Backblaze,GBDT,15,0,3
Backblaze,GBDT,15,4,3
Backblaze,GBDT,15,11,3
Backblaze,GBDT,15,8,3
Backblaze,GBDT,15,10,3
Backblaze,GBDT,15,13,3
Backblaze,GBDT,15,15,3
Backblaze,GBDT,15,16,3
Backblaze,GBDT,15,12,3
Backblaze,GBDT,15,9,3
Backblaze,GBDT,15,14,3
Backblaze,GBDT,16,1,1
Backblaze,GBDT,16,6,2
Backblaze,GBDT,16,3,2
Backblaze,GBDT,16,7,3
Backblaze,GBDT,16,5,3
Backblaze,GBDT,16,4,3
Backblaze,GBDT,16,14,3
Backblaze,GBDT,16,2,3
Backblaze,GBDT,16,9,3
Backblaze,GBDT,16,0,3
Backblaze,GBDT,16,10,3
Backblaze,GBDT,16,11,3
Backblaze,GBDT,16,13,3
Backblaze,GBDT,16,15,3
Backblaze,GBDT,16,16,3
Backblaze,GBDT,16,8,3
Backblaze,GBDT,16,12,3
Backblaze,GBDT,17,1,1
Backblaze,GBDT,17,8,2
Backblaze,GBDT,17,6,3
Backblaze,GBDT,17,2,3
Backblaze,GBDT,17,3,3
Backblaze,GBDT,17,4,4
Backblaze,GBDT,17,7,4
Backblaze,GBDT,17,14,4
Backblaze,GBDT,17,0,4
Backblaze,GBDT,17,9,4
Backblaze,GBDT,17,11,4
Backblaze,GBDT,17,12,4
Backblaze,GBDT,17,5,4
Backblaze,GBDT,17,10,4
Backblaze,GBDT,17,13,4
Backblaze,GBDT,17,16,4
Backblaze,GBDT,17,15,4
Backblaze,GBDT,18,1,1
Backblaze,GBDT,18,8,2
Backblaze,GBDT,18,6,2
Backblaze,GBDT,18,3,2
Backblaze,GBDT,18,2,2
Backblaze,GBDT,18,7,2
Backblaze,GBDT,18,4,2
Backblaze,GBDT,18,0,2
Backblaze,GBDT,18,14,2
Backblaze,GBDT,18,5,2
Backblaze,GBDT,18,12,2
Backblaze,GBDT,18,11,2
Backblaze,GBDT,18,10,2
Backblaze,GBDT,18,13,2
Backblaze,GBDT,18,15,2
Backblaze,GBDT,18,16,2
Backblaze,GBDT,18,9,2
Backblaze,GBDT,19,1,1
Backblaze,GBDT,19,6,2
Backblaze,GBDT,19,3,3
Backblaze,GBDT,19,7,4
Backblaze,GBDT,19,2,4
Backblaze,GBDT,19,4,4
Backblaze,GBDT,19,8,4
Backblaze,GBDT,19,0,4
Backblaze,GBDT,19,14,4
Backblaze,GBDT,19,12,4
Backblaze,GBDT,19,5,4
Backblaze,GBDT,19,11,4
Backblaze,GBDT,19,10,4
Backblaze,GBDT,19,13,4
Backblaze,GBDT,19,15,4
Backblaze,GBDT,19,16,4
Backblaze,GBDT,19,9,4
Backblaze,GBDT,20,1,1
Backblaze,GBDT,20,8,2
Backblaze,GBDT,20,6,2
Backblaze,GBDT,20,2,3
Backblaze,GBDT,20,4,3
Backblaze,GBDT,20,3,3
Backblaze,GBDT,20,7,3
Backblaze,GBDT,20,0,3
Backblaze,GBDT,20,12,3
Backblaze,GBDT,20,5,3
Backblaze,GBDT,20,14,3
Backblaze,GBDT,20,10,3
Backblaze,GBDT,20,15,3
Backblaze,GBDT,20,11,3
Backblaze,GBDT,20,13,3
Backblaze,GBDT,20,16,3
Backblaze,GBDT,20,9,3
Backblaze,GBDT,21,1,1
Backblaze,GBDT,21,2,2
Backblaze,GBDT,21,6,3
Backblaze,GBDT,21,8,3
Backblaze,GBDT,21,3,4
Backblaze,GBDT,21,14,4
Backblaze,GBDT,21,7,4
Backblaze,GBDT,21,4,4
Backblaze,GBDT,21,0,4
Backblaze,GBDT,21,5,4
Backblaze,GBDT,21,10,4
Backblaze,GBDT,21,11,4
Backblaze,GBDT,21,12,4
Backblaze,GBDT,21,13,4
Backblaze,GBDT,21,15,4
Backblaze,GBDT,21,16,4
Backblaze,GBDT,21,9,4
Backblaze,GBDT,22,1,1
Backblaze,GBDT,22,3,2
Backblaze,GBDT,22,2,3
Backblaze,GBDT,22,6,3
Backblaze,GBDT,22,7,3
Backblaze,GBDT,22,8,3
Backblaze,GBDT,22,14,3
Backblaze,GBDT,22,9,3
Backblaze,GBDT,22,4,3
Backblaze,GBDT,22,12,3
Backblaze,GBDT,22,0,3
Backblaze,GBDT,22,5,3
Backblaze,GBDT,22,10,3
Backblaze,GBDT,22,13,3
Backblaze,GBDT,22,15,3
Backblaze,GBDT,22,16,3
Backblaze,GBDT,22,11,3
Backblaze,GBDT,23,1,1
Backblaze,GBDT,23,6,2
Backblaze,GBDT,23,2,3
Backblaze,GBDT,23,3,4
Backblaze,GBDT,23,4,4
Backblaze,GBDT,23,7,4
Backblaze,GBDT,23,0,4
Backblaze,GBDT,23,8,4
Backblaze,GBDT,23,14,4
Backblaze,GBDT,23,12,4
Backblaze,GBDT,23,11,4
Backblaze,GBDT,23,5,4
Backblaze,GBDT,23,9,4
Backblaze,GBDT,23,10,4
Backblaze,GBDT,23,13,4
Backblaze,GBDT,23,15,4
Backblaze,GBDT,23,16,4
Backblaze,GBDT,24,1,1
Backblaze,GBDT,24,3,2
Backblaze,GBDT,24,6,2
Backblaze,GBDT,24,8,3
Backblaze,GBDT,24,2,3
Backblaze,GBDT,24,4,4
Backblaze,GBDT,24,7,4
Backblaze,GBDT,24,14,4
Backblaze,GBDT,24,0,4
Backblaze,GBDT,24,12,4
Backblaze,GBDT,24,11,4
Backblaze,GBDT,24,10,4
Backblaze,GBDT,24,13,4
Backblaze,GBDT,24,15,4
Backblaze,GBDT,24,16,4
Backblaze,GBDT,24,9,4
Backblaze,GBDT,24,5,4
Backblaze,GBDT,25,1,1
Backblaze,GBDT,25,2,2
Backblaze,GBDT,25,6,2
Backblaze,GBDT,25,8,2
Backblaze,GBDT,25,3,2
Backblaze,GBDT,25,7,3
Backblaze,GBDT,25,0,3
Backblaze,GBDT,25,14,3
Backblaze,GBDT,25,4,3
Backblaze,GBDT,25,12,3
Backblaze,GBDT,25,11,3
Backblaze,GBDT,25,5,3
Backblaze,GBDT,25,10,3
Backblaze,GBDT,25,13,3
Backblaze,GBDT,25,15,3
Backblaze,GBDT,25,16,3
Backblaze,GBDT,25,9,3
Backblaze,GBDT,26,1,1
Backblaze,GBDT,26,8,2
Backblaze,GBDT,26,6,3
Backblaze,GBDT,26,2,3
Backblaze,GBDT,26,3,4
Backblaze,GBDT,26,4,4
Backblaze,GBDT,26,7,4
Backblaze,GBDT,26,0,4
Backblaze,GBDT,26,14,4
Backblaze,GBDT,26,5,4
Backblaze,GBDT,26,12,4
Backblaze,GBDT,26,11,4
Backblaze,GBDT,26,10,4
Backblaze,GBDT,26,13,4
Backblaze,GBDT,26,15,4
Backblaze,GBDT,26,16,4
Backblaze,GBDT,26,9,4
Backblaze,GBDT,27,1,1
Backblaze,GBDT,27,3,2
Backblaze,GBDT,27,6,3
Backblaze,GBDT,27,2,3
Backblaze,GBDT,27,7,4
Backblaze,GBDT,27,14,4
Backblaze,GBDT,27,4,4
Backblaze,GBDT,27,8,4
Backblaze,GBDT,27,0,4
Backblaze,GBDT,27,5,4
Backblaze,GBDT,27,12,4
Backblaze,GBDT,27,9,4
Backblaze,GBDT,27,11,4
Backblaze,GBDT,27,15,4
Backblaze,GBDT,27,13,4
Backblaze,GBDT,27,16,4
Backblaze,GBDT,27,10,4
Backblaze,GBDT,28,1,1
Backblaze,GBDT,28,3,2
Backblaze,GBDT,28,6,3
Backblaze,GBDT,28,2,3
Backblaze,GBDT,28,7,3
Backblaze,GBDT,28,4,4
Backblaze,GBDT,28,14,5
Backblaze,GBDT,28,12,5
Backblaze,GBDT,28,8,5
Backblaze,GBDT,28,0,5
Backblaze,GBDT,28,5,5
Backblaze,GBDT,28,9,5
Backblaze,GBDT,28,10,5
Backblaze,GBDT,28,11,5
Backblaze,GBDT,28,16,5
Backblaze,GBDT,28,13,5
Backblaze,GBDT,28,15,5
Backblaze,GBDT,29,1,1
Backblaze,GBDT,29,3,2
Backblaze,GBDT,29,5,3
Backblaze,GBDT,29,6,3
Backblaze,GBDT,29,7,4
Backblaze,GBDT,29,4,4
Backblaze,GBDT,29,2,5
Backblaze,GBDT,29,14,5
Backblaze,GBDT,29,12,5
Backblaze,GBDT,29,0,5
Backblaze,GBDT,29,10,5
Backblaze,GBDT,29,8,5
Backblaze,GBDT,29,13,5
Backblaze,GBDT,29,11,5
Backblaze,GBDT,29,15,5
Backblaze,GBDT,29,9,5
Backblaze,GBDT,29,16,5
Backblaze,GBDT,30,1,1
Backblaze,GBDT,30,6,2
Backblaze,GBDT,30,2,3
Backblaze,GBDT,30,3,4
Backblaze,GBDT,30,8,4
Backblaze,GBDT,30,7,5
Backblaze,GBDT,30,4,5
Backblaze,GBDT,30,14,5
Backblaze,GBDT,30,0,5
Backblaze,GBDT,30,5,5
Backblaze,GBDT,30,12,5
Backblaze,GBDT,30,11,5
Backblaze,GBDT,30,15,5
Backblaze,GBDT,30,10,5
Backblaze,GBDT,30,9,5
Backblaze,GBDT,30,13,5
Backblaze,GBDT,30,16,5
Backblaze,GBDT,31,1,1
Backblaze,GBDT,31,6,2
Backblaze,GBDT,31,2,3
Backblaze,GBDT,31,3,4
Backblaze,GBDT,31,7,4
Backblaze,GBDT,31,8,4
Backblaze,GBDT,31,14,5
Backblaze,GBDT,31,4,5
Backblaze,GBDT,31,0,5
Backblaze,GBDT,31,5,5
Backblaze,GBDT,31,12,5
Backblaze,GBDT,31,11,5
Backblaze,GBDT,31,13,5
Backblaze,GBDT,31,15,5
Backblaze,GBDT,31,10,5
Backblaze,GBDT,31,9,5
Backblaze,GBDT,31,16,5
Backblaze,GBDT,32,1,1
Backblaze,GBDT,32,3,2
Backblaze,GBDT,32,6,3
Backblaze,GBDT,32,2,4
Backblaze,GBDT,32,14,5
Backblaze,GBDT,32,5,5
Backblaze,GBDT,32,8,5
Backblaze,GBDT,32,7,5
Backblaze,GBDT,32,4,6
Backblaze,GBDT,32,0,6
Backblaze,GBDT,32,12,6
Backblaze,GBDT,32,10,6
Backblaze,GBDT,32,11,6
Backblaze,GBDT,32,9,6
Backblaze,GBDT,32,15,6
Backblaze,GBDT,32,13,6
Backblaze,GBDT,32,16,6
Backblaze,GBDT,33,1,1
Backblaze,GBDT,33,3,2
Backblaze,GBDT,33,6,3
Backblaze,GBDT,33,2,3
Backblaze,GBDT,33,8,4
Backblaze,GBDT,33,4,4
Backblaze,GBDT,33,7,5
Backblaze,GBDT,33,5,5
Backblaze,GBDT,33,14,5
Backblaze,GBDT,33,0,5
Backblaze,GBDT,33,12,5
Backblaze,GBDT,33,13,5
Backblaze,GBDT,33,9,5
Backblaze,GBDT,33,11,5
Backblaze,GBDT,33,10,5
Backblaze,GBDT,33,15,5
Backblaze,GBDT,33,16,5
Backblaze,GBDT,34,1,1
Backblaze,GBDT,34,3,2
Backblaze,GBDT,34,2,3
Backblaze,GBDT,34,6,3
Backblaze,GBDT,34,7,3
Backblaze,GBDT,34,8,4
Backblaze,GBDT,34,5,4
Backblaze,GBDT,34,14,4
Backblaze,GBDT,34,4,4
Backblaze,GBDT,34,0,5
Backblaze,GBDT,34,15,5
Backblaze,GBDT,34,12,5
Backblaze,GBDT,34,11,5
Backblaze,GBDT,34,10,5
Backblaze,GBDT,34,13,5
Backblaze,GBDT,34,9,5
Backblaze,GBDT,34,16,5
Backblaze,GBDT,35,1,1
Backblaze,GBDT,35,6,2
Backblaze,GBDT,35,3,2
Backblaze,GBDT,35,2,2
Backblaze,GBDT,35,7,3
Backblaze,GBDT,35,8,4
Backblaze,GBDT,35,4,4
Backblaze,GBDT,35,14,4
Backblaze,GBDT,35,5,5
Backblaze,GBDT,35,12,5
Backblaze,GBDT,35,0,5
Backblaze,GBDT,35,11,5
Backblaze,GBDT,35,9,5
Backblaze,GBDT,35,15,5
Backblaze,GBDT,35,13,5
Backblaze,GBDT,35,10,5
Backblaze,GBDT,35,16,5
Backblaze,GBDT,36,1,1
Backblaze,GBDT,36,3,2
Backblaze,GBDT,36,6,3
Backblaze,GBDT,36,2,4
Backblaze,GBDT,36,7,4
Backblaze,GBDT,36,14,5
Backblaze,GBDT,36,4,5
Backblaze,GBDT,36,5,5
Backblaze,GBDT,36,0,5
Backblaze,GBDT,36,12,5
Backblaze,GBDT,36,8,5
Backblaze,GBDT,36,9,5
Backblaze,GBDT,36,11,5
Backblaze,GBDT,36,15,5
Backblaze,GBDT,36,10,5
Backblaze,GBDT,36,16,5
Backblaze,GBDT,36,13,5
Backblaze,NN,1,1,1
Backblaze,NN,1,11,2
Backblaze,NN,1,5,2
Backblaze,NN,1,4,3
Backblaze,NN,1,8,3
Backblaze,NN,1,3,3
Backblaze,NN,1,6,3
Backblaze,NN,1,7,3
Backblaze,NN,1,12,4
Backblaze,NN,1,14,4
Backblaze,NN,1,13,4
Backblaze,NN,1,10,4
Backblaze,NN,1,2,4
Backblaze,NN,1,0,4
Backblaze,NN,1,9,4
Backblaze,NN,1,15,4
Backblaze,NN,1,16,4
Backblaze,NN,2,1,1
Backblaze,NN,2,3,2
Backblaze,NN,2,11,3
Backblaze,NN,2,7,4
Backblaze,NN,2,4,4
Backblaze,NN,2,6,4
Backblaze,NN,2,5,4
Backblaze,NN,2,14,4
Backblaze,NN,2,13,5
Backblaze,NN,2,10,5
Backblaze,NN,2,12,5
Backblaze,NN,2,8,5
Backblaze,NN,2,15,5
Backblaze,NN,2,0,5
Backblaze,NN,2,9,5
Backblaze,NN,2,2,5
Backblaze,NN,2,16,5
Backblaze,NN,3,1,1
Backblaze,NN,3,3,2
Backblaze,NN,3,11,3
Backblaze,NN,3,6,3
Backblaze,NN,3,4,4
Backblaze,NN,3,5,4
Backblaze,NN,3,8,4
Backblaze,NN,3,14,4
Backblaze,NN,3,7,4
Backblaze,NN,3,2,4
Backblaze,NN,3,13,4
Backblaze,NN,3,0,4
Backblaze,NN,3,10,4
Backblaze,NN,3,12,4
Backblaze,NN,3,15,4
Backblaze,NN,3,9,4
Backblaze,NN,3,16,4
Backblaze,NN,4,1,1
Backblaze,NN,4,3,2
Backblaze,NN,4,11,3
Backblaze,NN,4,6,3
Backblaze,NN,4,7,3
Backblaze,NN,4,8,3
Backblaze,NN,4,5,4
Backblaze,NN,4,14,4
Backblaze,NN,4,0,4
Backblaze,NN,4,4,4
Backblaze,NN,4,10,4
Backblaze,NN,4,13,4
Backblaze,NN,4,2,4
Backblaze,NN,4,9,4
Backblaze,NN,4,15,4
Backblaze,NN,4,12,4
Backblaze,NN,4,16,4
Backblaze,NN,5,1,1
Backblaze,NN,5,3,2
Backblaze,NN,5,6,2
Backblaze,NN,5,15,3
Backblaze,NN,5,5,3
Backblaze,NN,5,11,3
Backblaze,NN,5,7,3
Backblaze,NN,5,2,3
Backblaze,NN,5,10,3
Backblaze,NN,5,14,3
Backblaze,NN,5,12,3
Backblaze,NN,5,8,3
Backblaze,NN,5,0,3
Backblaze,NN,5,4,3
Backblaze,NN,5,9,3
Backblaze,NN,5,16,3
Backblaze,NN,5,13,3
Backblaze,NN,6,6,1
Backblaze,NN,6,3,2
Backblaze,NN,6,1,2
Backblaze,NN,6,11,3
Backblaze,NN,6,7,3
Backblaze,NN,6,4,4
Backblaze,NN,6,14,4
Backblaze,NN,6,5,4
Backblaze,NN,6,12,4
Backblaze,NN,6,0,4
Backblaze,NN,6,13,4
Backblaze,NN,6,10,4
Backblaze,NN,6,15,4
Backblaze,NN,6,2,4
Backblaze,NN,6,8,4
Backblaze,NN,6,9,4
Backblaze,NN,6,16,4
Backblaze,NN,7,1,1
